Nutzer,Frage,Zeitpunkt,Antwort,Gewicht,Alter,Geschlecht,Bevölkerungsdichte,Kaufkraft,Berufliche Stellung,Berufsbildung,Beschäftigungsstatus,Familienstand,Kinder im Haushalt,Ost_West,Religion,Bildungsabschluss,Sonntagsfrage
a1293ebba7391ffc54f116a263f3a0add62a659d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.50489719116186,40 - 49,Frauen,Niedrig,Mittel,Leitender Angestellter,Weiß nicht / keine Angabe,Arbeitnehmer,Weiß nicht / keine Angabe,Keine Kinder im Haushalt,Westen,Weiß nicht / keine Angabe,Mittlere Reife,Sonstige
a410dfe87048d83c34b5857b8230c19b284501d2,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.51870029332211598,65 +,Männer,Hoch,Niedrig,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,AfD
1881628916731f33f5aa62b995f6b7c757102f1f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.85228932363689902,50 - 64,Männer,Sehr hoch,Mittel,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
d36c0504042010c28f6c720bf745bb157d46633d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.69727433431976804,50 - 64,Männer,Niedrig,Sehr niedrig,Beamter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,CDU/CSU
aa0ee1559b19a26d2fe5e1b72264a55dc3ae958f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.0766165214093599,40 - 49,Frauen,Hoch,Mittel,Leitender Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
9579ff71c632b837c88565b108331952a9ebcdfc,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.45737808049141798,50 - 64,Männer,Sehr hoch,Sehr niedrig,Weiß nicht / keine Angabe,Studium oder höher,Rentner,Verheiratet / Verwitwet,Weiß nicht / keine Angabe,Westen,Evangelisch,Abitur,AfD
2a6f0092587c84505cc83bd0bb81786fef773ff2,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.60420612718692002,50 - 64,Frauen,Mittel,Sehr hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Eine andere,Abitur,SPD
a17b2e567e5e0709cf732a6d27f80591b061f77d,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.02304088339911,65 +,Männer,Mittel,Niedrig,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,Grüne
54e2a457443ec1b69a9bb89fd6be226bd4a9e3a6,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.26455655265525,50 - 64,Frauen,Niedrig,Mittel,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,CDU/CSU
f3905be7336e671e0022bb3a61013a55915f5430,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.70369688922705598,50 - 64,Männer,Mittel,Sehr hoch,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Evangelisch,Abitur,SPD
3151838b52c10386c8f903451d06fd13da03300b,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.52023345375310104,50 - 64,Männer,Sehr niedrig,Sehr niedrig,Selbstständig,Berufsausbildung,Selbstständige,Verheiratet / Verwitwet,Kinder im Haushalt,Osten,Konfessionslos,Mittlere Reife,Grüne
103ddc8644f3e757c7dc25533565607e6a9354f0,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.42779620857669,65 +,Frauen,Niedrig,Mittel,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Hauptschule / kein Abschluss,Grüne
18eb19e067670db5c0ccb63c38d5a7a2ff9b81bb,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.33698710438614599,50 - 64,Männer,Mittel,Sehr hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,Linke
bd41d3dbc47593f773e4a1863434ba82f2225029,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.47592063886020303,50 - 64,Frauen,Niedrig,Sehr hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,FDP
6ecce834a2f6d327169f87cf79f8237982338bfe,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.73591952315074904,50 - 64,Männer,Sehr niedrig,Niedrig,Beamter,Studium oder höher,Arbeitnehmer,Geschieden,Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
15ed0aeaa0a5a230533c7601f7d3cf89fcf28781,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.31962522908950802,65 +,Frauen,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,AfD
20f0e68355ae3b992f041fa4dcbaeabf8150eca9,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.553332368944215,65 +,Männer,Sehr hoch,Sehr niedrig,Selbstständig,Studium oder höher,Arbeitnehmer,Ledig,Weiß nicht / keine Angabe,Westen,Konfessionslos,Abitur,SPD
360a9f69311acf6cd0f189044e09197c0864f979,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.40339235834794,65 +,Männer,Niedrig,Sehr niedrig,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Katholisch,Abitur,Nichtwähler
bf88223ca670e44bb23a06d7931fd8b5e46c1d13,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.525285753995685,65 +,Frauen,Niedrig,Mittel,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,Grüne
ed317114135742d4ab102ff0e676da004f2ccc16,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.30362958665918199,65 +,Männer,Sehr hoch,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,AfD
279c8e02c8cb4bd8490b81b432d9f74f4b48dedb,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.57354596189140405,50 - 64,Frauen,Hoch,Hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,FDP
84d72d3adaf2e74b05c1d93c4020232f05ea0aef,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.24521865002724,65 +,Frauen,Mittel,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
c112a8cbec25476436e05c859a34320b16ac99f4,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.27235104935345,40 - 49,Frauen,Hoch,Niedrig,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,FDP
c7d662a154fe6d878cc663a6435d06fe49e0c41a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.63711992607161605,65 +,Frauen,Hoch,Hoch,Nicht berufstätig,Studium oder höher,Rentner,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
a4aa39959a325454fb399859504e03688e25e586,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.42959881975391,65 +,Frauen,Niedrig,Sehr hoch,Selbstständig,Noch in Ausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,CDU/CSU
c572b6a44010ef23788deed255348f8a73242c7f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.27291555774860299,50 - 64,Männer,Hoch,Sehr hoch,Nicht berufstätig,Ohne Abschluss,Arbeitslose / Nichterwerbspersonen,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
4865435f3fde47d638bdbeeb5ec423a1328949d9,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.46443310738368299,50 - 64,Männer,Niedrig,Mittel,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,Grüne
a1378c92841e40bdf2305b8dbfa3be66a3d39976,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.480434677177633,50 - 64,Männer,Hoch,Hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,AfD
580204e4c0143ce61e8d9d6d3b255e0ac47a5211,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.41073626649776102,50 - 64,Männer,Hoch,Sehr hoch,Weiß nicht / keine Angabe,Berufsausbildung,Rentner,Ledig,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,SPD
dabc3d3ae5b41005897fd44366c470c0a22b116f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,2.2168681353300501,40 - 49,Frauen,Niedrig,Hoch,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
deee7504d37ae4d1397e4a35e4d1fae217d0fa66,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.0573528729403101,65 +,Frauen,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,SPD
ca0919646189035506d78b369974a4cdd7f570f3,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,2.2211783285727802,18 - 29,Männer,Hoch,Niedrig,Nicht berufstätig,Berufsausbildung,Arbeitslose / Nichterwerbspersonen,Ledig,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,Grüne
0e8acf1758bd01a0cf45b039633fcbf9341f926a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.64907642784900299,65 +,Männer,Mittel,Hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,Sonstige
2d5be5cafe8b11dcdf8cf9d2de05ff553fd484d6,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.44028310266388399,50 - 64,Frauen,Hoch,Sehr hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
f492561bdb1312fb30c7747512494dec55f69aef,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.68545094934636996,65 +,Männer,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
e318db3e8ed69d20553b5accf8b4e9cf9a0cd90a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,2.2569088575998499,40 - 49,Männer,Mittel,Sehr niedrig,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Westen,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,AfD
9bb460b9d2764eabd687dcac95e5e055e735d92a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.75957991554761795,30 - 39,Männer,Sehr hoch,Sehr hoch,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Grüne
c80b10f53f5b0e764f87b2e74802a64471f92308,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.50555715787702704,65 +,Frauen,Hoch,Hoch,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Weiß nicht / keine Angabe,Westen,Evangelisch,Abitur,CDU/CSU
45f78793864d55decb8ca3b51512f738b1812f15,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.91225808817569098,65 +,Männer,Hoch,Hoch,Selbstständig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
0733ab0e1fc99a189ee78b50e60a1e8b07a42019,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.78653050017215997,65 +,Männer,Hoch,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,CDU/CSU
7c26c582ab2ee1505ef239e73f98c4f4db26b11e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.52772590029597199,50 - 64,Männer,Hoch,Sehr niedrig,Leitender Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,Linke
631fceff659de9e527e4b045cbf7f5fd43f607a5,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.21992122417631,40 - 49,Männer,Niedrig,Mittel,Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Katholisch,Weiß nicht / keine Angabe,Linke
9551d216ed001723163e2c629e753ac5f6b17f58,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.1629161222648801,65 +,Männer,Niedrig,Niedrig,Nicht berufstätig,Studium oder höher,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Abitur,SPD
05f6530899b207df0b783dfaf3357342b63a506a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.53203734813977599,65 +,Frauen,Sehr hoch,Sehr hoch,Nicht berufstätig,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,CDU/CSU
5c63f0047815f302a02ddcf8ad2faddf549b059c,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.76236213108528605,50 - 64,Männer,Hoch,Sehr niedrig,Selbstständig,Studium oder höher,Selbstständige,Ledig,Keine Kinder im Haushalt,Osten,Konfessionslos,Abitur,SPD
f59eed8d75995f3b6900fd9ef4dbd3f7ec8ac54a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.64848452560204495,50 - 64,Frauen,Sehr niedrig,Hoch,Arbeiter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,FDP
5847d271e77c0bd17fe50905d0575fc220467dac,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,1.08068003686282,40 - 49,Männer,Niedrig,Hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,FDP
9a58ec9b3141b966bbb9e022d8f664a01d2ffd66,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.68869772815994701,50 - 64,Männer,Sehr niedrig,Hoch,Beamter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Abitur,Grüne
197e17c88250bb14cd1147dab9a1b4e2cd31dd0a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.77298339784483905,65 +,Frauen,Hoch,Niedrig,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Osten,Weiß nicht / keine Angabe,Abitur,SPD
99afa73aef672422f5198eed5eb6cb7e29cf9c5c,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-21,Bin noch nicht fest entschieden,0.509980521348806,50 - 64,Frauen,Hoch,Sehr hoch,Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,SPD
7c8aad6bc40b1e433e64116d825c25f5cf47e67e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.49457853969719201,50 - 64,Frauen,Hoch,Sehr hoch,Selbstständig,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
8807b0fa0ea7cb3c58f3413bf6acf2913c21552c,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.26146437135606199,50 - 64,Männer,Sehr hoch,Sehr hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,Linke
df91d756dd46ac40042363214628fc8f6d8964b9,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,2.3421914858583199,40 - 49,Frauen,Niedrig,Sehr niedrig,Angestellter,Berufsausbildung,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Evangelisch,Abitur,SPD
579886ac1c754b5535f409a1635694c49b1eb3ca,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,1.53622025343702,30 - 39,Frauen,Sehr hoch,Niedrig,Angestellter,Berufsausbildung,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Westen,Katholisch,Abitur,Grüne
a1d2cdba1a033d930dd6522aef27626ff92abb5f,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,1.2915982274895399,40 - 49,Männer,Mittel,Sehr hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Evangelisch,Abitur,Grüne
0199102cde67b1eac47132ff6f981121e00cc51a,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.408129167416171,18 - 29,Frauen,Sehr hoch,Sehr niedrig,Nicht berufstätig,Noch in Ausbildung,Studenten,Verheiratet / Verwitwet,Weiß nicht / keine Angabe,Osten,Evangelisch,Abitur,AfD
c7a08a50d33c6788595fd6b3ed4aaba626fd59d3,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.69137665174497698,50 - 64,Männer,Hoch,Mittel,Selbstständig,Studium oder höher,Weiß nicht / keine Angabe,Verheiratet / Verwitwet,Weiß nicht / keine Angabe,Westen,Konfessionslos,Abitur,AfD
cc15226a5f1b49c66ed3664c3e18d6f3935098c4,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.69228143031801304,50 - 64,Männer,Sehr niedrig,Hoch,Selbstständig,Studium oder höher,Selbstständige,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Katholisch,Abitur,Nichtwähler
c19cbe53250de44b3bde384e246cabb931590e41,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.38671154691489801,50 - 64,Männer,Niedrig,Hoch,Weiß nicht / keine Angabe,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Weiß nicht / keine Angabe,Mittlere Reife,Sonstige
46e9568f72bc674f137694b0331c1d2b947d71bf,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.43512873228229798,40 - 49,Männer,Sehr hoch,Sehr hoch,Selbstständig,Berufsausbildung,Selbstständige,Verheiratet / Verwitwet,Kinder im Haushalt,Westen,Konfessionslos,Abitur,FDP
11e9695c7d24fc2a741b5eb1e3fb854f9e5bb003,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,1.0965579604054001,65 +,Frauen,Niedrig,Sehr hoch,Nicht berufstätig,Berufsausbildung,Rentner,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Hauptschule / kein Abschluss,Sonstige
a8db407dc2ae6f27545eeb576fb29c047cc44ea0,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,1.4044969688242399,40 - 49,Frauen,Hoch,Sehr hoch,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Konfessionslos,Abitur,SPD
cb99f8bd811014e6a75d2ce31a76bdd744adcbca,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.59606346419643497,65 +,Frauen,Mittel,Sehr hoch,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Evangelisch,Mittlere Reife,Sonstige
ee87b108604dd6e0f33d7a465ed9a23f6f24369e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.64222269760389195,50 - 64,Frauen,Hoch,Niedrig,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Osten,Konfessionslos,Abitur,SPD
30e9a9aac09530728444dfd05077cb259d1d905e,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,1.8079695629822801,65 +,Männer,Hoch,Niedrig,Beamter,Berufsausbildung,Rentner,Ledig,Keine Kinder im Haushalt,Westen,Konfessionslos,Mittlere Reife,Nichtwähler
6160bc40bc908bd0c101a404836cb1847de406dd,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.97523257138445796,65 +,Frauen,Mittel,Sehr hoch,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Weiß nicht / keine Angabe,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Westen,Katholisch,Mittlere Reife,CDU/CSU
2046c22512b91cd7f902f523deeeb2511263c865,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,2.5254976138237302,40 - 49,Frauen,Hoch,Niedrig,Leitender Angestellter,Studium oder höher,Arbeitnehmer,Ledig,Keine Kinder im Haushalt,Osten,Evangelisch,Abitur,Grüne
54d306bd476183b8eed25b2bcb16319b96124d65,Sind Sie bereits fest entschieden bezüglich Ihrer Entscheidung zur Bundestagswahl 2021?,2021-08-20,Bin noch nicht fest entschieden,0.44876100878165698,50 - 64,Männer,Niedrig,Niedrig,Angestellter,Berufsausbildung,Arbeitnehmer,Verheiratet / Verwitwet,Keine Kinder im Haushalt,Osten,Konfessionslos,Abitur,FDP
